Sjow,5603,22588033,26524788128,Hearthstone,2017-10-19 23:13:12
GEICOGaming,3729,113357578,26524595216,Hearthstone,2017-10-19 22:43:11
armatvhs,2143,142506321,26522758608,Hearthstone,2017-10-19 18:07:38
pashadizel,1255,63813769,26522754992,Hearthstone,2017-10-19 18:07:12
